,summary,Mitigation,Impacts,Hazard,word
Ramon,2.851440773540709,0.026918036250122988,0.13587511631233687,-0.07311211992320112,Ramon
nenn+t ramon,2.851440773540709,0.026918036250122988,0.13587511631233687,-0.07311211992320112,nenn+t ramon
Antonio,2.8768882401615734,0.027172554363830807,0.13441259622697163,-0.07269593159312301,Antonio
ramon antonio,2.8768882401615734,0.027172554363830807,0.13441259622697163,-0.07269593159312301,ramon antonio
Rodriguez,2.913592813107931,0.027530911108201897,0.13233675264071493,-0.07210480250048375,Rodriguez
antonio rodriguez,2.913592813107931,0.027530911108201897,0.13233675264071493,-0.07210480250048375,antonio rodriguez
Bürgermeister,2.970164207609784,0.028063879178194504,0.12921245634986814,-0.0712142140879937,Bürgermeister
rodriguez bürger+meister,2.970164207609784,0.028063879178194504,0.12921245634986814,-0.0712142140879937,rodriguez bürger+meister
kleinen,5.519562529905873,0.04005300611294039,0.04186377539705684,-0.045965542112771644,kleinen
bürger+meister klein+en,3.0826996655841596,0.029059406501206936,0.12325260438508656,-0.06951239578584693,bürger+meister klein+en
kolumbianischen,3.1433729837105897,0.029563286367976147,0.1201713387311233,-0.06863105700298557,kolumbianischen
klein+en kolumbianisch+en,3.1433729837105897,0.029563286367976147,0.1201713387311233,-0.06863105700298557,klein+en kolumbianisch+en
kolumbianisch+en stadt,3.2935856876060345,0.030722380721799784,0.1129067334370081,-0.06654922922464256,kolumbianisch+en stadt
armero nevado,3.536821732200117,0.032369657536606526,0.10211979925533357,-0.0634482650038133,armero nevado
Ausbrüche,12.011931793523384,0.036427526270259844,-0.05978382631389692,-0.007278537289165025,Ausbrüche
5321,4.515887857397308,0.037067605865706094,0.06763751298262452,-0.05346905425900711,5321
ausbruch+e 5321,4.515887857397308,0.037067605865706094,0.06763751298262452,-0.05346905425900711,ausbruch+e 5321
5321 meter,4.895760185873371,0.0383500641209615,0.0570116779601726,-0.050378487632580696,5321 meter
hohen,8.730525228762625,0.02159220083387508,-0.030778458389485456,-0.005609599805906174,hohen
meter hoch+en,8.730525228762625,0.02159220083387508,-0.030778458389485456,-0.005609599805906174,meter hoch+en
hoch+en vulkan+s,7.7394814095617726,0.04383332061091641,0.0027392704448097427,-0.034568365493285645,hoch+en vulkan+s
töteten,5.35102949446917,0.039633999535371785,0.045711324579916765,-0.04708696402330811,töteten
vulkan+s töt+eten,5.35102949446917,0.039633999535371785,0.045711324579916765,-0.04708696402330811,vulkan+s töt+eten
bereits,18.10082879764914,0.030662681333646327,-0.09461778119734532,0.008273481089880791,bereits
töt+eten bereits,4.580696270329501,0.037302484685703845,0.06573689827990029,-0.05291665603002736,töt+eten bereits
bereits jahr+en,3.9158752759518345,0.03449204001988037,0.08730245312499162,-0.05917128453505752,bereits jahr+en
1595,3.732900635658849,0.03352646400449796,0.09418254567359402,-0.061159553552575886,1595
jahr+en 1595,3.732900635658849,0.03352646400449796,0.09418254567359402,-0.061159553552575886,jahr+en 1595
184…,3.553878563123409,0.032475865629975294,0.10140414536506218,-0.06324213962495516,184…
1595 184…,3.553878563123409,0.032475865629975294,0.10140414536506218,-0.06324213962495516,1595 184…
+5007,3.458174371678917,0.03186498999184025,0.10548591581958305,-0.06441714324312875,+5007
184… +5007,3.458174371678917,0.03186498999184025,0.10548591581958305,-0.06441714324312875,184… +5007
+5007 char+s,3.376078890536891,0.03131045989917212,0.10912108744025084,-0.06546224647311709,+5007 char+s
Vulnado,4.449500005033748,0.015216008886748069,0.051257270635953894,-0.029956194938353962,Vulnado
tobt,3.35119675779206,0.03113645250181962,0.11024852665147236,-0.06578612019234205,tobt
vulnado tob+t,3.35119675779206,0.03113645250181962,0.11024852665147236,-0.06578612019234205,vulnado tob+t
tob+t hawaii,3.473083826021404,0.031962597678245226,0.10483925121432765,-0.06423109523891873,tob+t hawaii
Aufnahme,5.13919961926139,0.011906179470036374,0.02743914066977883,-0.018633314066952966,Aufnahme
hawaii aufnahme,3.6272846137931167,0.03292042665879786,0.09838040229188308,-0.06237071105301594,hawaii aufnahme
aufnahme zeig+t,3.8314831888269225,0.03405920909743706,0.09041668600741946,-0.060071745531881784,aufnahme zeig+t
natur+schau+spiel der,4.895760185873371,0.0383500641209615,0.0570116779601726,-0.050378487632580696,natur+schau+spiel der
Kīlauea-Vulkan,5.35102949446917,0.039633999535371785,0.045711324579916765,-0.04708696402330811,Kīlauea-Vulkan
der kīlauea-vulkan,5.35102949446917,0.039633999535371785,0.045711324579916765,-0.04708696402330811,der kīlauea-vulkan
Pazifik,5.099841113183668,0.03895549883432635,0.05177130695021479,-0.04885257257979012,Pazifik
kīlauea-vulkan pazifik,5.099841113183668,0.03895549883432635,0.05177130695021479,-0.04885257257979012,kīlauea-vulkan pazifik
pazifik erneut,4.398820818931024,0.001186058582529519,0.04108770622790432,-0.015517448916930873,pazifik erneut
Diesmal,3.75897374625123,-0.0027412255837020714,0.06271875004938308,-0.020604868124298188,Diesmal
kam,9.853474810205963,-0.009828680348295331,-0.08115628502197221,0.03362769468948808,kam
diesmal komm,3.578956604650391,0.006429398462926343,0.07854738188263224,-0.03360642492307452,diesmal komm
komm spektakulär+en,3.3360711368773472,0.014539086097794928,0.09730920499923368,-0.047282491383677884,komm spektakulär+en
Naturereignis,3.1894744541407425,0.01766316746160596,0.10779723486410549,-0.05397677783035681,Naturereignis
spektakulär+en natur+ereignis,3.1894744541407425,0.01766316746160596,0.10779723486410549,-0.05397677783035681,spektakulär+en natur+ereignis
Beobachter,3.2416659569612603,0.03033522267926023,0.11536154344608782,-0.06725331488707853,Beobachter
natur+ereignis beobachter,3.2416659569612603,0.03033522267926023,0.11536154344608782,-0.06725331488707853,natur+ereignis beobachter
beobachter film+en,3.3634965586021783,0.031222824109372584,0.10968967985724583,-0.06562559880726675,beobachter film+en
konnten,7.735749253148395,0.004445960621248087,-0.03194714819818559,0.007573711770328804,konnten
film+en könn+en,3.458174371678917,0.03186498999184025,0.10548591581958305,-0.06441714324312875,film+en könn+en
vergangenen,11.279119561498941,0.026495472785271954,-0.0538811820050356,-0.0016294223155557187,vergangenen
Wochenende,6.050536493705956,0.03704328618569025,0.05090819585945398,-0.046986594552025876,Wochenende
vergeh+en+en woche+n+ende,3.978198991617692,0.03479885848011722,0.0850640385971727,-0.05852358660612792,vergeh+en+en woche+n+ende
sorgte,5.964726757566321,-0.07954807416857997,0.03777953133642357,0.04213153309089799,sorgte
woche+n+ende sorg+te,4.455396072990257,0.03684175654208747,0.0694468122633131,-0.053994729323162544,woche+n+ende sorg+te
Klauea-Vulkan,5.500609921101885,0.04000722409134005,0.042288236962624404,-0.046089269392565926,Klauea-Vulkan
sorg+te klauea-vulka+n,5.500609921101885,0.04000722409134005,0.042288236962624404,-0.046089269392565926,sorg+te klauea-vulka+n
klauea-vulka+n hawaii,4.992881803920003,0.03864471792055194,0.05448025916115448,-0.04964149739505551,klauea-vulka+n hawaii
beeindruckendes,4.082708675884314,0.035290540083154874,0.0814214979667484,-0.05746878393676423,beeindruckendes
hawaii beeindruck+end+es,4.082708675884314,0.035290540083154874,0.0814214979667484,-0.05746878393676423,hawaii beeindruck+end+es
beeindruck+end+es natur+schau+spiel,3.6470669293305606,0.033036872203518745,0.09758071456603938,-0.06214010659267811,beeindruck+end+es natur+schau+spiel
direkter,3.4423591501812076,0.0006162372759573321,0.0803628584958365,-0.029870318689200814,direkter
natur+schau+spiel direkt+er,3.4423591501812076,0.0006162372759573321,0.0803628584958365,-0.029870318689200814,natur+schau+spiel direkt+er
Nähe,5.1552491012721005,-0.006942097639710823,0.010816134622591822,0.0013329730584319237,Nähe
direkt+er nähe,3.420702444153268,-0.023423318428147728,0.06160300233868015,-0.004948340306192349,direkt+er nähe
Lavaausbruch,3.6984876394987656,-0.14082065924021406,-0.04882642413517589,0.10734762197015403,Lavaausbruch
nähe lavaausbruch,3.6984876394987656,-0.14082065924021406,-0.04882642413517589,0.10734762197015403,nähe lavaausbruch
formte,3.2447386182924802,-0.0401689474049582,0.05728491888260878,0.008570739596709214,formte
lavaausbruch form+te,3.2447386182924802,-0.0401689474049582,0.05728491888260878,0.008570739596709214,lavaausbruch form+te
seltener,3.0628350053694966,-0.01372489430151584,0.08946643101740645,-0.022611997021425637,seltener
form+te selten+er,3.0628350053694966,-0.01372489430151584,0.08946643101740645,-0.022611997021425637,form+te selten+er
selten+er vulnado,2.9947265589474994,-0.006581553683804043,0.09946319130151451,-0.0318774504444259,selten+er vulnado
Phänomen,2.9163599973884553,2.2917391783458446e-05,0.1098065767537743,-0.04103386785483102,Phänomen
ein phänomen,2.9163599973884553,2.2917391783458446e-05,0.1098065767537743,-0.04103386785483102,ein phänomen
+852,2.8152424842117636,0.006411067169108746,0.12169516373685894,-0.05081849425579027,+852
phänomen +852,2.8152424842117636,0.006411067169108746,0.12169516373685894,-0.05081849425579027,phänomen +852
+852 char+s,2.795979347041021,0.007396909527836316,0.12381104188102005,-0.05246116953507476,+852 char+s
Sakurajima,8.860353324499933,0.04502311803506557,-0.011617388231913127,-0.030403053737450978,Sakurajima
vulkan sakurajima,5.500609921101885,0.04000722409134005,0.042288236962624404,-0.046089269392565926,vulkan sakurajima
sakurajima brech+t,4.455396072990257,0.03684175654208747,0.0694468122633131,-0.053994729323162544,sakurajima brech+t
Japan,6.069250830871052,0.02261546122517914,0.014152659390113134,-0.02203589974410719,Japan
brech+t japan,4.128980156184615,0.00608157263219061,0.05501345274313231,-0.024373073096034734,brech+t japan
Aschewolken,31.162917654292148,-0.18721278761161403,-0.3473684399101778,0.2049429954925191,Aschewolken
japan asche+wolke+n,4.292749667001844,-0.08656662669436824,-0.029091485891529118,0.06864124257785804,japan asche+wolke+n
Kagoshima,4.462549245338492,0.03523753637096726,0.06784259209219269,-0.05207477186286063,Kagoshima
asche+wolke+n kagoshima,4.462549245338492,0.03523753637096726,0.06784259209219269,-0.05207477186286063,asche+wolke+n kagoshima
kagoshima auf,5.35102949446917,0.039633999535371785,0.045711324579916765,-0.04708696402330811,kagoshima auf
Vulkaninsel,7.7394814095617726,0.04383332061091641,0.0027392704448097427,-0.034568365493285645,Vulkaninsel
auf vulkan+insel,7.7394814095617726,0.04383332061091641,0.0027392704448097427,-0.034568365493285645,auf vulkan+insel
vulkan+insel sakurajima,5.500609921101885,0.04000722409134005,0.042288236962624404,-0.046089269392565926,vulkan+insel sakurajima
Südwesten,5.116084634246338,0.03900149684211679,0.05136687955756613,-0.04873477157546617,Südwesten
sakurajima süd+westen,4.082708675884314,0.035290540083154874,0.0814214979667484,-0.05746878393676423,sakurajima süd+westen
Japans,4.816922308099622,0.03717493516743118,0.0583254308509409,-0.04993937850112698,Japans
süd+westen japan+s,4.248248320207818,0.036015829868021064,0.07591747751339567,-0.055873136076588836,süd+westen japan+s
japan+s erneut,4.992881803920003,0.03864471792055194,0.05448025916115448,-0.04964149739505551,japan+s erneut
erneut vulkan,7.7394814095617726,0.04383332061091641,0.0027392704448097427,-0.034568365493285645,erneut vulkan
Minamidake-Krater,4.160631331070018,0.02588614011742137,0.07054352186287557,-0.04566442685130397,Minamidake-Krater
der minamidake-krat+er,4.160631331070018,0.02588614011742137,0.07054352186287557,-0.04566442685130397,der minamidake-krat+er
minamidake-krat+er schleuder+te,3.6453372766727066,0.027955862233482336,0.09341583786656757,-0.05635981577343812,minamidake-krat+er schleuder+te
schleuder+te mehrere,3.4182548240848725,0.015073763953288638,0.09354061970116186,-0.04619740529065628,schleuder+te mehrere
tausend,3.361567554205796,0.0036163385643951653,0.08696329349054858,-0.03472550110682188,tausend
mehrere tausend,10.906028419801732,0.025371028588219366,-0.0336990411310464,-0.007494276683829159,mehrere tausend
tausend meter,3.328533849627643,-0.011113692898770603,0.0765543341098821,-0.019592085519606645,tausend meter
Rauch-,3.340216626398445,-0.04392683311428714,0.04896306288246539,0.014200792880098453,Rauch-
hoch+e rauch+-,3.340216626398445,-0.04392683311428714,0.04896306288246539,0.014200792880098453,hoch+e rauch+-
rauch+- asche+wolke,3.6254114257128247,-0.1511019281702995,-0.05364806188273256,0.11462821590826659,rauch+- asche+wolke
asche+wolke himmel,13.5237984502916,-0.0898372859175817,-0.1997520801492313,0.1186941429310325,asche+wolke himmel
WELT,4.963550571403755,0.007915452511225359,0.028961666077092055,-0.016162096595147134,WELT
der welt,4.963550571403755,0.007915452511225359,0.028961666077092055,-0.016162096595147134,der welt
ePaper,4.8546778980609275,0.01226977741696282,0.035884139875742356,-0.02199022439017396,ePaper
welt epaper,4.8546778980609275,0.01226977741696282,0.035884139875742356,-0.02199022439017396,welt epaper
epaper der,5.018029785072566,0.00533283312900744,0.025185596973650082,-0.012854826076178332,epaper der
vollständige,4.730520480862016,0.016184165837564535,0.042996840416521506,-0.027616524519124348,vollständige
der vollständig+e,4.730520480862016,0.016184165837564535,0.042996840416521506,-0.027616524519124348,der vollständig+e
Ausgabe,4.61494992676727,0.01905748178054663,0.04908209364039347,-0.03211059949643335,Ausgabe
vollständig+e ausgabe,4.61494992676727,0.01905748178054663,0.04908209364039347,-0.03211059949643335,vollständig+e ausgabe
steht,14.947534219008238,0.005723128786752538,-0.1001200949940343,0.028351318003013003,steht
ausgabe steh+t,4.551253282124991,0.020387362891301275,0.052273678692154824,-0.034345962904156736,ausgabe steh+t
steh+t ihnen,4.506552199820112,0.021228518162192875,0.054459137938060384,-0.03582831551991161,steh+t ihnen
ihnen bereits,4.46417891795827,0.021962304761454086,0.056495701884992346,-0.03717463602421053,ihnen bereits
Vorabend,4.391815298015887,0.02308582760638794,0.05990779270114235,-0.039355767038525245,Vorabend
bereits vorabend,4.391815298015887,0.02308582760638794,0.05990779270114235,-0.039355767038525245,bereits vorabend
Verfügung,4.313921158339918,0.02413198444361033,0.06350724171696231,-0.04155827229640907,Verfügung
vorabend verfügung,4.313921158339918,0.02413198444361033,0.06350724171696231,-0.04155827229640907,vorabend verfügung
verfügung sie,4.217323560872761,0.025223941632188395,0.06789601972189975,-0.04411319777844775,verfügung sie
sie immer,4.19738669570872,0.0254236996352799,0.06879441435142437,-0.044619247878249384,sie immer
hochaktuell,4.168414105308708,0.02569943444864526,0.07009665902618466,-0.045342910684798766,hochaktuell
immer hochaktuell,4.168414105308708,0.02569943444864526,0.07009665902618466,-0.045342910684798766,immer hochaktuell
informiert,4.11356589873633,0.026176366339956385,0.07255373466778428,-0.046677358685212146,informiert
hochaktuell informier+t,4.11356589873633,0.026176366339956385,0.07255373466778428,-0.046677358685212146,hochaktuell informier+t
Weitere,4.06243350877472,0.026570882567898975,0.07483835219008297,-0.04788315711792744,Weitere
weit+er+e information+en,4.030198013367793,0.026796127961091973,0.07627743318566668,-0.048626060955638525,weit+er+e information+en
https,3.9769866107493685,0.027130277007851252,0.07865363944837077,-0.04982574779652781,https
information+en http+s,3.9769866107493685,0.027130277007851252,0.07865363944837077,-0.04982574779652781,information+en http+s
//epaper.welt.de,3.9553265836712317,0.02725337767577352,0.07962187485601838,-0.05030526224399416,//epaper.welt.de
http+s //epaper.welt.d+e,3.9553265836712317,0.02725337767577352,0.07962187485601838,-0.05030526224399416,http+s //epaper.welt.d+e
Nordlichter,4.0571950231026594,-0.07730473160584221,-0.012138968503160194,0.05733632870412277,Nordlichter
der nordlicht+er,2.8563334021377194,-0.05326063453346088,0.07080280517871188,0.012745308268651574,der nordlicht+er
kamen,4.194173811151519,-0.07918165573433687,-0.019143656932623015,0.06079309110069181,kamen
nordlicht+er komm+en,2.8907410171430037,-0.05422708197438721,0.06767683239890021,0.014555484503748507,nordlicht+er komm+en
zaghaft,2.9091344205715193,-0.05473428614638723,0.06603021689411867,0.015504703697364761,zaghaft
komm+en zaghaft,2.9091344205715193,-0.05473428614638723,0.06603021689411867,0.015504703697364761,komm+en zaghaft
zaghaft premium,2.9383927315758225,-0.055527938401290576,0.0634451764357225,0.01698894258778591,zaghaft premium
Wenn,2.9698810208724398,-0.056364523443682084,0.060708953503352904,0.018552100918256452,Wenn
premium wenn,2.9698810208724398,-0.056364523443682084,0.060708953503352904,0.018552100918256452,premium wenn
Nordlichtern,3.003900672089074,-0.05724856681325173,0.05780467318880663,0.020202445893178083,Nordlichtern
wenn nordlicht+ern,3.003900672089074,-0.05724856681325173,0.05780467318880663,0.020202445893178083,wenn nordlicht+ern
Rede,3.0764072985203805,-0.05906728259556159,0.051787451667096536,0.023593021895599423,Rede
nordlicht+ern rede,3.0764072985203805,-0.05906728259556159,0.051787451667096536,0.023593021895599423,nordlicht+ern rede
entspannt,3.2031368926215302,-0.062048043716299156,0.04179822329566327,0.02913737051260808,entspannt
rede entspann+t,3.2031368926215302,-0.062048043716299156,0.04179822329566327,0.02913737051260808,rede entspann+t
zurücklehnen,3.267439263970111,-0.06347207267483851,0.03696801803368025,0.03178104063996406,zurücklehnen
entspann+t zurück+lehn+en,3.267439263970111,-0.06347207267483851,0.03696801803368025,0.03178104063996406,entspann+t zurück+lehn+en
Ich,6.124332235385475,-0.00552292740490077,-0.011485153880416588,0.007981747491552258,Ich
zurück+lehn+en ich,3.373298179298887,-0.06569844315514771,0.029338173616215674,0.03590826408656543,zurück+lehn+en ich
Dosis,3.525735041281271,-0.06867070813336239,0.018997318875290096,0.04140809064401361,Dosis
ich dosis,3.525735041281271,-0.06867070813336239,0.018997318875290096,0.04140809064401361,ich dosis
Aurora,3.594864772755116,-0.06993618185703106,0.014538640028436045,0.043746614080043614,Aurora
dosis aurora,3.594864772755116,-0.06993618185703106,0.014538640028436045,0.043746614080043614,dosis aurora
Borealis,3.6865916051409076,-0.07154280414855141,0.008828016105877757,0.04671324943025808,Borealis
aurora boreali+s,3.6865916051409076,-0.07154280414855141,0.008828016105877757,0.04671324943025808,aurora boreali+s
Wunschliste,4.003802579602475,-0.07653917750438721,-0.00930741114866737,0.055926023810481756,Wunschliste
auf wunsch+liste,4.003802579602475,-0.07653917750438721,-0.00930741114866737,0.055926023810481756,auf wunsch+liste
Platz,4.64676120277167,-0.08461749623434314,-0.03996011448888892,0.0708019410506178,Platz
wunsch+liste platz,4.64676120277167,-0.08461749623434314,-0.03996011448888892,0.0708019410506178,wunsch+liste platz
platz vulkan+ausbruch,9.028004097246212,-0.11016330817357252,-0.15125735833967927,0.11822058153403002,platz vulkan+ausbruch
Beispiel,7.6020578520281665,-0.08016403338390601,-0.10417823609927832,0.0871300345547051,Beispiel
vulkan+ausbruch beispiel,4.982752686012798,-0.08803635992793787,-0.05348775757097428,0.07710027436257144,vulkan+ausbruch beispiel
Diese,8.586010906721588,-0.08161336060850474,-0.12016424238959882,0.09255338264076919,Diese
Sichtung,4.265111511882083,-0.08010747746723551,-0.022632336664396176,0.062497854189885176,Sichtung
dieser+e sichtung,4.265111511882083,-0.08010747746723551,-0.022632336664396176,0.062497854189885176,dieser+e sichtung
sichtung knapp,3.79339604045781,-0.0733168368501477,0.0024554140873076823,0.0499863726586394,sichtung knapp
ausgehen,3.6197453033802294,-0.07037992744398724,0.012967027482165976,0.044566239284530254,ausgehen
knapp aus+geh+en,3.6197453033802294,-0.07037992744398724,0.012967027482165976,0.044566239284530254,knapp aus+geh+en
Reisen,3.5043441025153887,-0.06826910754458469,0.020405190716393604,0.04066559195084404,Reisen
Hohen,3.373298179298887,-0.06569844315514771,0.029338173616215674,0.03590826408656543,Hohen
reise+n hoch+en,3.373298179298887,-0.06569844315514771,0.029338173616215674,0.03590826408656543,reise+n hoch+en
Norden,3.325344422925726,-0.06470740414106294,0.03274646214650415,0.03407194702343373,Norden
hoch+en norden,3.325344422925726,-0.06470740414106294,0.03274646214650415,0.03407194702343373,hoch+en norden
litten,3.2743373695298614,-0.06362152093489401,0.03645886747204495,0.03205830867436135,litten
norden leid+en,3.2743373695298614,-0.06362152093489401,0.03645886747204495,0.03205830867436135,norden leid+en
leid+en immer,3.227887542081416,-0.06260287386725244,0.03992082931426422,0.030167769002872623,leid+en immer
Erwartungsdruck,3.1251770963422354,-0.060243018202087405,0.047866517147942524,0.025781740872272137,Erwartungsdruck
immer erwartung+s+druck,3.1251770963422354,-0.060243018202087405,0.047866517147942524,0.025781740872272137,immer erwartung+s+druck
Spektakels,3.028162555543643,-0.05786686309010306,0.05576548753160167,0.021355803744355896,Spektakels
erwartung+s+druck spektakel+s,3.028162555543643,-0.05786686309010306,0.05576548753160167,0.021355803744355896,erwartung+s+druck spektakel+s
spektakel+s nordlicht+er,2.9698810208724398,-0.056364523443682084,0.060708953503352904,0.018552100918256452,spektakel+s nordlicht+er
gewahr,2.9284055805280946,-0.05525882205562371,0.06432289418403739,0.01648580148889963,gewahr
nordlicht+er gewahr,2.9284055805280946,-0.05525882205562371,0.06432289418403739,0.01648580148889963,nordlicht+er gewahr
abstrakte,2.8375849825889836,-0.05272409602049521,0.0725317685069406,0.011739497441154127,abstrakte
gewahr abstrakt+e,2.8375849825889836,-0.05272409602049521,0.0725317685069406,0.011739497441154127,gewahr abstrakt+e
Trophäe,2.8123101300754207,-0.05198938317558029,0.0748919360943511,0.0103611629004871,Trophäe
abstrakt+e trophäe,2.8123101300754207,-0.05198938317558029,0.0748919360943511,0.0103611629004871,abstrakt+e trophäe
einfangen,2.7932537612230712,-0.051426578174733256,0.07669414463006101,0.009304519682857379,einfangen
trophäe ein+fang+en,2.7932537612230712,-0.051426578174733256,0.07669414463006101,0.009304519682857379,trophäe ein+fang+en
mitnehmen,2.7621241896923006,-0.05049037080200949,0.07968118479596001,0.0075452399943089325,mitnehmen
ein+fang+en mit+nehm+en,2.7621241896923006,-0.05049037080200949,0.07968118479596001,0.0075452399943089325,ein+fang+en mit+nehm+en
Insofern,2.7200120797799494,-0.04918947711021442,0.08380957602406472,0.005097284530306156,Insofern
+2755,2.687611232355364,-0.04816057526836189,0.08705682716424692,0.0031582965931024947,+2755
insofern +2755,2.687611232355364,-0.04816057526836189,0.08705682716424692,0.0031582965931024947,insofern +2755
+2755 chars,2.6774714180339094,-0.04783341712609774,0.08808607075954043,0.002541220898821369,+2755 chars
Indonesien,99.68651067813447,-0.06799799694462198,-0.2998007748295097,0.1294001287824447,Indonesien
vulkan+e indonesien,8.337423484509198,0.04450681516403917,-0.005244467943180135,-0.03225013068138215,vulkan+e indonesien
indonesien vulkan,32.36449307441637,0.051690069326860696,-0.12068369636788165,0.00026117542564834225,indonesien vulkan
Semeru,95.9777183938725,0.025800351545594062,-0.21021668326969886,0.045337694926591496,Semeru
vulkan semeru,66.81658643044507,0.03164268123806496,-0.18463105124885618,0.034089552257198286,vulkan semeru
semeru spuck+t,12.26235707350485,0.010624999535785025,-0.07659057992121442,0.01750187542329241,semeru spuck+t
2.000,7.40251343917515,0.022966206886171195,-0.010379512478677983,-0.013641490728317997,2.000
spuck+t 2.000,6.6270145162619345,0.0422601177631975,0.020089387140784887,-0.03961814472595828,spuck+t 2.000
2.000 meter,6.164737419199958,0.04143782457870411,0.028519193263383175,-0.04207510323821326,2.000 meter
Jakarta,5.87192747589401,-0.002035635026331089,-0.002882058612044543,0.0024922987060382084,Jakarta
asche+säule jakarta,3.8866147013579226,0.03434428969108483,0.088371166843692,-0.05948038426644791,asche+säule jakarta
jakarta indonesien,7.298588673021018,0.011199871691081487,-0.019019546142910623,-0.0017800862456842812,jakarta indonesien
semeru insel,11.460577478833578,-0.014040883762246043,-0.09189380164273422,0.03987163177697713,semeru insel
Java,62.30617267203957,-0.03424413358185888,-0.2508218653730902,0.0967869032975648,Java
insel java,36.506282161102845,-0.05928020544207702,-0.23231822826882914,0.10814111471103882,insel java
java aus+ge+brech+en,11.47836600188722,-0.14938072468872118,-0.2130910906761891,0.1559176228533804,java aus+ge+brech+en
kilometerhohe,19.254196539731876,-0.04623127465606607,-0.18130432744380076,0.0868341596839522,kilometerhohe
aus+ge+brech+en kilometerhoh+e,5.3795706597310975,-0.051039858967356425,-0.03306793354930756,0.04682616447465565,aus+ge+brech+en kilometerhoh+e
kilometerhoh+e asche+wolke,12.416725386877838,-0.24719037218445486,-0.3227595878326225,0.2286830332895625,kilometerhoh+e asche+wolke
geworfen,4.605499090904972,-0.02192293438932879,-0.00010904800021791681,0.01589423263016324,geworfen
himmel ge+werf+en,4.605499090904972,-0.02192293438932879,-0.00010904800021791681,0.01589423263016324,himmel ge+werf+en
der behörde+n,15.147697116416758,0.026735538608781306,-0.1423724161816246,0.0256438620720244,der behörde+n
behörde+n kopier+e,3.001648356484104,-0.005600208219305699,0.09983071521832423,-0.0327652280110256,behörde+n kopier+e
rufen,5.839322969605004,0.041586566049527,0.019832565351802313,-0.03898530991955886,rufen
behörde+n ruf+en,5.839322969605004,0.041586566049527,0.019832565351802313,-0.03898530991955886,behörde+n ruf+en
ruf+en ausbruch,4.752245475732378,0.07380321004839771,0.04206497528298511,-0.07400555043917241,ruf+en ausbruch
ausbruch semeru,7.006205535277683,0.0597891441967851,0.004783619041707897,-0.04821880764981482,ausbruch semeru
semeru java,5.448326823992538,0.10924589077421773,0.005750855292080933,-0.09111228713806677,semeru java
java hoch+st+e,5.928548486804797,0.14635367484310846,-0.02620130668660386,-0.11341062493893522,java hoch+st+e
Zuvor,8.7189081347302,0.0429351788750803,-0.04958077398656629,-0.015710645539811243,Zuvor
zuvor vulkan,13.017969582739545,0.047714725252605436,-0.049004546214527135,-0.01965606075382578,zuvor vulkan
vulkan kilometerhoh+e,7.7394814095617726,0.04383332061091641,0.0027392704448097427,-0.034568365493285645,vulkan kilometerhoh+e
kilometerhoh+e asche+säule,6.232378985720283,0.04156592237312726,0.027232268824592874,-0.04169994142885577,kilometerhoh+e asche+säule
gespuc…,3.7562325753698924,0.033655315286095985,0.09327835802033399,-0.060898478610257926,gespuc…
asche+säule gespuc…,3.7562325753698924,0.033655315286095985,0.09327835802033399,-0.060898478610257926,asche+säule gespuc…
+1017,3.5714279225240104,0.03258397606745697,0.10067303101954202,-0.06303151241821009,+1017
gespuc… +1017,3.5714279225240104,0.03258397606745697,0.10067303101954202,-0.06303151241821009,gespuc… +1017
+1017 char+s,3.473083826021404,0.031962597678245226,0.10483925121432765,-0.06423109523891873,+1017 char+s
gespuckt,9.358760647914293,-0.023861888662879395,-0.07892667688936343,0.04273184761901251,gespuckt
asche+säule ge+spuck+t,3.8866147013579226,0.03434428969108483,0.088371166843692,-0.05948038426644791,asche+säule ge+spuck+t
südostasiatischen,3.065173397205393,0.05906571969143486,0.06975074866902872,-0.07242225983326277,südostasiatischen
behörde+n südostasiatisch+en,3.065173397205393,0.05906571969143486,0.06975074866902872,-0.07242225983326277,behörde+n südostasiatisch+en
Inselstaat,3.059168782148993,0.11080430886519767,0.05081625983973646,-0.11028370295394806,Inselstaat
südostasiatisch+en insel+staat,3.059168782148993,0.11080430886519767,0.05081625983973646,-0.11028370295394806,südostasiatisch+en insel+staat
hoben,4.700427413667323,0.1675104235603688,-0.10751968920545205,-0.1043809479634761,hoben
insel+staat heb+en,3.1242368875534394,0.16710261650786765,0.01852628394257048,-0.1514442648284935,insel+staat heb+en
heb+en warn+stufe,5.283742603355552,0.33411365358871886,-0.23930795524188098,-0.24681636641988425,heb+en warn+stufe
+909,3.0141021178960683,0.1600331173912837,0.03382426368910938,-0.1506307599221265,+909
warn+stufe +909,3.0141021178960683,0.1600331173912837,0.03382426368910938,-0.1506307599221265,warn+stufe +909
+909 chars,2.9541015502007557,0.139651449103838,0.04989511976099219,-0.13717820310705434,+909 chars
indonesischer,4.533634562163924,-0.03843913838530267,-0.0525262678718627,0.044508141092376656,indonesischer
warn+stufe indonesisch+er,4.533634562163924,-0.03843913838530267,-0.0525262678718627,0.044508141092376656,warn+stufe indonesisch+er
indonesisch+er insel,5.20281801908781,-0.09004691019905069,-0.06161249660485421,0.08080730570099129,indonesisch+er insel
java vulkan+ausbruch,15.445212806861358,-0.12325370079549226,-0.21997297226262472,0.1430993188302406,java vulkan+ausbruch
